[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/chatik_piarn/150842697
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697]}
[DEBUG] | [get] | Assigned msg_id = 7397023891154509968 to DeleteMessagesRequest (7fdeab07be20)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023891156169364 to MsgsAck (7fdeab01a790)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023891154509968
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/chatik_piarn/150865386
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386]}
[DEBUG] | [get] | Assigned msg_id = 7397023891539737172 to DeleteMessagesRequest (7fdeab07bf40)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023891541781848 to MsgsAck (7fdeab07bf70)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023891539737172
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/chatik_piarn/150662097
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097]}
[DEBUG] | [get] | Assigned msg_id = 7397023891944893308 to DeleteMessagesRequest (7fdeab07be80)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023891948914000 to MsgsAck (7fdeab005f70)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023891944893308
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/supercellchat/2832666
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666]}
[DEBUG] | [get] | Assigned msg_id = 7397023892684677192 to DeleteMessagesRequest (7fdeab0050d0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023892686841080 to MsgsAck (7fdeab07bfd0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023892684677192
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/supercellchat/2922125
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125]}
[DEBUG] | [get] | Assigned msg_id = 7397023893090384552 to DeleteMessagesRequest (7fdeab075340)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023893092877456 to MsgsAck (7fdeab0753a0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023893090384552
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/supercellchat/3104171
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171]}
[DEBUG] | [get] | Assigned msg_id = 7397023893465641092 to DeleteMessagesRequest (7fdeaafccdf0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023893467485496 to MsgsAck (7fdeab0051f0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023893465641092
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/supercellchat/3340368
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171, 3340368]}
[DEBUG] | [get] | Assigned msg_id = 7397023893898004600 to DeleteMessagesRequest (7fdeab005c10)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023893899900504 to MsgsAck (7fdeaafccc70)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023893898004600
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/supercellchat/3340701
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171, 3340368, 3340701]}
[DEBUG] | [get] | Assigned msg_id = 7397023894381401132 to DeleteMessagesRequest (7fdeab01a9d0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023894383612700 to MsgsAck (7fdeaafccdf0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023894381401132
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/supercellchat/3340712
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171, 3340368, 3340701, 3340712]}
[DEBUG] | [get] | Assigned msg_id = 7397023894814905236 to DeleteMessagesRequest (7fdeab01a5e0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023894818609308 to MsgsAck (7fdeab0059a0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023894814905236
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/supercellchat/3394277
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171, 3340368, 3340701, 3340712, 3394277]}
[DEBUG] | [get] | Assigned msg_id = 7397023895343016692 to DeleteMessagesRequest (7fdeab01a9d0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023895346696924 to MsgsAck (7fdeaafcce50)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023895343016692
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/supercellchat/3347246
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171, 3340368, 3340701, 3340712, 3394277, 3347246]}
[DEBUG] | [get] | Assigned msg_id = 7397023895728964876 to DeleteMessagesRequest (7fdeab01a5e0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023895731612276 to MsgsAck (7fdeab07bdf0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023895728964876
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/supercellchat/3347259
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171, 3340368, 3340701, 3340712, 3394277, 3347246, 3347259]}
[DEBUG] | [get] | Assigned msg_id = 7397023896192940780 to DeleteMessagesRequest (7fdeaafccfd0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023896195849488 to MsgsAck (7fdeab005bb0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023896192940780
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/supercellchat/3347441
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171, 3340368, 3340701, 3340712, 3394277, 3347246, 3347259, 3347441]}
[DEBUG] | [get] | Assigned msg_id = 7397023896958555888 to DeleteMessagesRequest (7fdeab01a9d0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023896961260508 to MsgsAck (7fdeab0058b0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023896958555888
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/supercellchat/3347504
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171, 3340368, 3340701, 3340712, 3394277, 3347246, 3347259, 3347441, 3347504]}
[DEBUG] | [get] | Assigned msg_id = 7397023897319552136 to DeleteMessagesRequest (7fdeaafccfd0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023897322492312 to MsgsAck (7fdeab005b50)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023897319552136
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/supercellchat/3347833
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171, 3340368, 3340701, 3340712, 3394277, 3347246, 3347259, 3347441, 3347504, 3347833]}
[DEBUG] | [get] | Assigned msg_id = 7397023897830819796 to DeleteMessagesRequest (7fdeaafccfd0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023897833568288 to MsgsAck (7fdeaafccb80)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023897830819796
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/readovchat/17162518
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171, 3340368, 3340701, 3340712, 3394277, 3347246, 3347259, 3347441, 3347504, 3347833], 'https://t.me/readovchat/': [17162518]}
[DEBUG] | [get] | Assigned msg_id = 7397023898315889072 to DeleteMessagesRequest (7fdeab01a970)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023898318839740 to MsgsAck (7fdeab07bf70)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023898315889072
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/readovchat/17215628
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171, 3340368, 3340701, 3340712, 3394277, 3347246, 3347259, 3347441, 3347504, 3347833], 'https://t.me/readovchat/': [17162518, 17215628]}
[DEBUG] | [get] | Assigned msg_id = 7397023898905148220 to DeleteMessagesRequest (7fdeab01a730)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023898907916736 to MsgsAck (7fdeab07bf10)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023898905148220
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/readovchat/17219403
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171, 3340368, 3340701, 3340712, 3394277, 3347246, 3347259, 3347441, 3347504, 3347833], 'https://t.me/readovchat/': [17162518, 17215628, 17219403]}
[DEBUG] | [get] | Assigned msg_id = 7397023899513156604 to DeleteMessagesRequest (7fdeab01a970)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023899515916540 to MsgsAck (7fdeaafccd00)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023899513156604
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/Deepchat7/17038730
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171, 3340368, 3340701, 3340712, 3394277, 3347246, 3347259, 3347441, 3347504, 3347833], 'https://t.me/readovchat/': [17162518, 17215628, 17219403], 'https://t.me/Deepchat7/': [17038730]}
[DEBUG] | [get] | Assigned msg_id = 7397023900178939532 to DeleteMessagesRequest (7fdeab01a8b0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023900181467724 to MsgsAck (7fdeab005430)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023900178939532
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/Deepchat7/16839225
[INFO] | [save_spam_ids] | Промежуточный словарь ids: {'https://t.me/chatik_piarn/': [150842697, 150865386, 150662097], 'https://t.me/supercellchat/': [2832666, 2922125, 3104171, 3340368, 3340701, 3340712, 3394277, 3347246, 3347259, 3347441, 3347504, 3347833], 'https://t.me/readovchat/': [17162518, 17215628, 17219403], 'https://t.me/Deepchat7/': [17038730, 16839225]}
[DEBUG] | [get] | Assigned msg_id = 7397023901358663872 to DeleteMessagesRequest (7fdeab01a730)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 52 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [get] | Assigned msg_id = 7397023901361338928 to MsgsAck (7fdeaafccdf0)
[DEBUG] | [_send_loop] | Encrypting 1 message(s) in 36 bytes for sending
[DEBUG] | [_send_loop] | Encrypted messages put in a queue to be sent
[DEBUG] | [_send_loop] | Waiting for messages to send...
[DEBUG] | [_handle_rpc_result] | Handling RPC result for message 7397023901358663872
[DEBUG] | [_recv_loop] | Receiving items from the network...
[DEBUG] | [processing_spam_message] | Функция используется под сообщением: https://t.me/Deepchat7/17386074
